country,region,body,trust_or_site_name,address,postcode
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Spencers Sports and Social Club ,"Beanacre Road, Melksham, Wiltshire",SN12 8AG
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Steam Museum,"Fire Fly Avenue (off Kemble Drive), Swindon",SN2 2EY
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Steam Museum Priory Road Medical Centre,"Fire Fly Avenue, Swindon",SN2 2EY
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Stockwood Medical Centre,Hollway Road,BS14 8PT 
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG","The White Horse Health Centre,","Mane Way, Westbury, Wiltshire",BA13 3FQ
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Tidworth Leisure Centre,Tidworth Leisure Centre,SP9 7QN
united kingdom,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",West View Surgery,"9 Park Rd, Keynsham, Bristol",BS31 1BX
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Brockway Medical Centre ,"Brockway Medical Centre, 8 Brockway, Nailsea",BS48 1BZ
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Christchurch Medical Centre ,"Downend Health Group, Christchurch Surgery, North Street, Downend, Bristol  ",BS16 5SG
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Clifton College Preparatory School Hall,Northcote Road,BS8 3HB
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",East trees health centre,100A Fishponds Road,BS5 6SA
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Fishponds Family Practice,Beechwood Road,BS16 3TD
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Horfield Health Centre,"Lockleaze Road, Horfield, Bristol",BS7 9RR
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Kingswood Health Centre,"Alma Road, Kingswood, Bristol,",BS15 4EJ
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Knowle West Healthy Living Centre,2 Downton Road,BS4 1WH
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Lodgeside Surgery ,"22 Lodgeside Avenue, Bristol",BS15 1WW
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Marksbury Road,"14-4, Marksbury Rd, Bristol",BS3 5JL
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Portishead Medical Group,"Victoria Square, Portishead",BS20 6AQ
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Pudding Pie Lane,"Pudding Pie Lane, Langford",BS40 5EL
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Riverbank ,"Walford Avenue, Worle, Weston-super-Mare",BS22 7YZ
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Shirehampton Group Practice,"Pembroke Rd, Shirehampton, Bristol",BS11 9SB
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",The Greenway Cntre,"Grenway Centre, Doncaster Road, Bristol",BS10 5PY
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",West Walk Surgery,"21 West Walk, Yate, Bristol",BS37 4AX
united kingdom,South West,"NHS Bristol, North Somerset and South Gloucestershire CCG",Wingfield Surgery,Wingfield Surgery, BA14 9EN
united kingdom,South West,NHS Devon CCG,"Abbey Surgery, Tavistock","28 Plymouth Road, Tavistock",PL19 8BU
united kingdom,South West,NHS Devon CCG,Culm Valley Integrated Centre for Health,"Willand Road, Cullompton",EX15 1FE
united kingdom,South West,NHS Devon CCG,Exminster Limes Surgery,"Church Stile, Exminster, Devon",EX6 8DF
united kingdom,South West,NHS Devon CCG,Exmouth Tennis Centre,"Withycombe Village Rd, Exmouth",EX8 3AE
united kingdom,South West,NHS Devon CCG,Lords Meadow Leisure Centre,"Lords Meadow Industrial Estate, Commercial Road",EX17 1ER
united kingdom,South West,NHS Devon CCG,Okehampton Medical Centre,"East Street, Okehampton",EX20 1AY
united kingdom,South West,NHS Devon CCG,Seaton ,"Seaton Hospital, Valley View Close, Seaton",EX12 2UU
united kingdom,South West,NHS Devon CCG,Sherborne House,Kingsteignton Road,TQ12 2PF
united kingdom,South West,NHS Devon CCG,St Thomas Health Centre,"Cowick Street, St Thomas, Exeter",EX4 1HJ
united kingdom,South West,NHS Devon CCG ,Barnstaple Leisure,"Seven Brethren Bank, Sticklepath, Barnstaple",EX31 2AP
united kingdom,South West,NHS Devon CCG ,Dawlish Community Hospital,Barton Terrace,EX7 9QH 
united kingdom,South West,NHS Devon CCG ,English Riveria Centre,"Chesnut Avenue, Torquay",TQ2 5LZ
united kingdom,South West,NHS Devon CCG ,Glenside Surgery,"Glenside Rise, Plympton",PL7 4DR
united kingdom,South West,NHS Devon CCG ,Holsworthy Medical Centre,"Dobles Lane, Holsworthy",EX22 6GH
united kingdom,South West,NHS Devon CCG ,Moorhayes Community Centre,"Lea Road, Tiverton",EX16 6SU
united kingdom,South West,NHS Devon CCG ,Mount Pleasant Health Centre,"Mount Pleasant Road, Exeter",EX4 7BW
united kingdom,South West,NHS Devon CCG ,Pavillions,"Millbay Rd, Plymouth", PL1 3LF
united kingdom,South West,NHS Devon CCG ,St Bonafice,"Old Ashburton Road, Buckfast",TQ13 7JJ
united kingdom,South West,NHS Devon CCG ,St Leonards Medical Practice,"Athelstan Road, Exeter",EX1 1SB
united kingdom,South West,NHS Devon CCG ,The Staddy,"144 Staddiscombe Road, Plymouth",PL9 9LT
united kingdom,South West,NHS Dorset CCG,Beaufort Rd Surgery,"21 Beaufort Road, Southbourne",BH6 5AJ
united kingdom,South West,NHS Dorset CCG,Bridport Medical Centre,"West Allington, Bridport",DT6 5BN
united kingdom,South West,NHS Dorset CCG,Christchurch Medical Practice,"1 Purewell Cross Road, Christchurch",BH23 3AF
united kingdom,South West,NHS Dorset CCG,COVID Vaccine Clinic ,"COVID Vaccine Clinic, Poole Harbour Commissioner, 20 New Quay Road, Poole",BH15 4AF
united kingdom,South West,NHS Dorset CCG,Digby Hall,Hound Street,DT9 3AA
united kingdom,South West,NHS Dorset CCG,East Way Clinic,"East Way, Bournemouth",BH8 9PU
united kingdom,South West,NHS Dorset CCG,Heatherview Medical Centre,"Alder Park, Poole, Dorset",BH12 4AY
united kingdom,South West,NHS Dorset CCG,Marine & Oakridge Partnership,29 Belle Vue Road,BH6 3DB
united kingdom,South West,NHS Dorset CCG,St Leonards Hospital,"Ringwood Rd, Ringwood",BH24 2RR
united kingdom,South West,NHS Dorset CCG,Sturminster Newton Medical Centre,"Old Market Hill, ",DT10 1QU
united kingdom,South West,NHS Dorset CCG,Talbot Medical Centre,"63 Kinson Road, Bournemouth",BH10 4BX
united kingdom,South West,NHS Dorset CCG,The Atrium Health Centre ,7 Weymouth Avenue,DT1 1QR
united kingdom,South West,NHS Dorset CCG,The Blandford group Practice,Whitecliff Surgery,DT11 7BH
united kingdom,South West,NHS Dorset CCG,The Hamworthy Club,"Magna Road, Wimborne",BH21 3AP
united kingdom,South West,NHS Dorset CCG,Wareham Hospital ,"Streche Road,  Wareham, Dorset",BH20 4QQ
united kingdom,South West,NHS Dorset CCG,Westbourne Medical centre,"Milburn Road, Westbourne, Bournemouth",BH4 9HJ
united kingdom,South West,NHS Dorset CCG,Weymouth Community Hospital,"Melcombe Ward, Weymouth Community Hospital, 3 Melcombe Ave, Weymouth",DT4 7TB
united kingdom,South West,NHS Gloucestershire CCG,Beeches Green Health Centre,"Beeches Green Health Centre, Stroud  Gloucestershire",GL5 4BH
united kingdom,South West,NHS Gloucestershire CCG,Cheltenham East Community Fire Station,"Keynsham Rd, Cheltenham",GL53 7PX
united kingdom,South West,NHS Gloucestershire CCG,Churchdown Community Centre,"Parton Road, Churchdown, Gloucester",GL3 2JH
united kingdom,South West,NHS Gloucestershire CCG,Cinderford Health Centre,"The Health Centre, Dockham Rd, Cinderford",GL14 2AN
united kingdom,South West,NHS Gloucestershire CCG,Cirencester Hospital,"Cirencester Hospital, Tetbury Road, Cirencester",GL7 1UY
united kingdom,South West,NHS Gloucestershire CCG,North Cotswolds Hospital,"Stow Road, Moreton-in-Marsh",GL56 0DS
united kingdom,South West,NHS Gloucestershire CCG,Rosebank Surgery,"Rosebank Surgery, Stroud Road, Gloucester",GL1 5JQ
united kingdom,South West,NHS Gloucestershire CCG,Rowcroft Medical Centre,"Rowcroft Retreat, Stroud, Gloucestershire",GL5 3BE
united kingdom,South West,NHS Gloucestershire CCG,The Devereux Centre,"1st Floor, The Devereux Centre, Barton Road, Tewkesbury",GL20 5GJ
united kingdom,South West,NHS Gloucestershire CCG,Vale Community Hospital,"Lister Road, Dursley",GL11 4BA
united kingdom,South West,NHS Kernow CCG,Bodmin Treatment Centre,"Bodmin Treatment Centre, Boundary Road, Bodmin",PL31 2QT
united kingdom,South West,NHS Kernow CCG,Bodriggy Surgery,Bodriggy Health Centre,TR27 4PB
united kingdom,South West,NHS Kernow CCG,Carlyon Health Hub,"Carlyon Road Health Hub, 14 Carlyon Road, St Austell",PL25 4EG
united kingdom,South West,NHS Kernow CCG,Clays Practice,"The Health Centre, Victoria Road, Roche",PL26 8JF
united kingdom,South West,NHS Kernow CCG,Falmouth Health Centre,"Falmouth Health Centre, Trescobeas Rd, Falmouth",TR11 2LH
united kingdom,South West,NHS Kernow CCG,Helston Medical Centre,"Trelawny Road, Helston, Cornwall",TR13 8AU
united kingdom,South West,NHS Kernow CCG,"Isles of Scilly Health Centre (deliver to mainland - Helston Medical Centre, Trelawney Road, Helston, TR13 8AU)","The Health Centre, St Mary's, via Helston Medical Centre, Trelawney Road, Helston",TR21 0HE
united kingdom,South West,NHS Kernow CCG,Narrowcliff Surgery,"Narrowcliff, Newquay",TR7 2QF
united kingdom,South West,NHS Kernow CCG,Pensilva Health Centre,School Road,PL14 5RP
united kingdom,South West,NHS Kernow CCG,Redruth Health Centre,Forth Noweth,TR15 1AU
united kingdom,South West,NHS Kernow CCG,Truro Health Park,"Truro Health Park, Infirmary Hill, Truro",TR1 2JA
united kingdom,South West,NHS Kernow CCG ,Mount Hawke,Short Cross Road,TR48UE
united kingdom,South West,NHS Kernow CCG ,St Clare's Medical Centre,Sunnyside Surgery,TR18 3DX
united kingdom,South West,NHS Somerset CCG,College Way Surgery,Comeytrowe Centre,TA1 4TY
united kingdom,South West,NHS Somerset CCG,Dillington House,"Illminster, Ilminster",TA19 9DT
united kingdom,South West,NHS Somerset CCG,Frome Medical Centre,"The Health Centre, Enos Way, Frome",BA11 2FH
united kingdom,South West,NHS Somerset CCG,Minehead Community Hospital ,"Luttrell Way, Minehead",TA24 6DF
united kingdom,South West,NHS Somerset CCG,Mulberry Centre,"Berrow Health Campus Brent Road, Burnham-on-Sea",TA8 2JU
united kingdom,South West,NHS Somerset CCG,North Petherton Rugby Club,"Beggars Brook, Taunton Road, North Petherton, Bridgwater",TA6 6NW
united kingdom,South West,NHS Somerset CCG,Shape Mendip,"Cannards Grave Road, Shepton Mallet",BA4 5BT
united kingdom,South West,NHS Somerset CCG,Taunton Vale Healthcare,"Lisieux Way, Taunton",TA1 2LB
united kingdom,South West,NHS Somerset CCG,The Gateway,"Addlewell Lane, The Gateway, Yeovil",BA20 1QN
united kingdom,South West,NHS Somerset CCG,The Henhayes Centre,"South Street, Crewkerne",TA18 8DA
united kingdom,South West,NHS Somerset CCG,Wellington Community Hospital,"Bulford Lane, Wellington",TA21 8QQ
united kingdom,South West,NHS Somerset CCG,West Mendip Community Hospital,"Old Wells Rd, Glastonbury",BA6 8JD
united kingdom,South West,NHS Somerset CCG,Wincanton Community Hospital,"Dancing Lane, Wincanton",BA9 9DQ 
united kingdom,South West ,"NHS Bristol, North Somerset and South Gloucestershire CCG",Concord Medical Centre,"Braydon Ave, Little Stoke, Bristol",BS34 6BQ
united kingdom,South West ,"NHS Bristol, North Somerset and South Gloucestershire CCG",Severnview Family Practice ,"Eastland Road, Bristol",BS35 1DP
united kingdom,,,A R Pharmacy,"3 Hazel Farm Road, Southampton, Hampshire",SO40 8WU
united kingdom,,,ABC Drug Store - Downton,"5 High Street, Downton, Salisbury",SP5 3PG
united kingdom,,,Ace Pharmacy,"1 Ace Parade, Hook Road, Chessington, Surrey",KT9 1DR
united kingdom,,,Acklam Road Pharmacy,"89 Acklam Road, Middlesbrough, Cleveland",TS5 5HR
united kingdom,,,Acorn Pharmacy,"Unit 2, Remembrance Road, Coventry, West Midlands",CV3 3DP
united kingdom,,,ACT centre (Peel Street Pharmacy),"ACT Centre, St James' Old School Building, Cannon Street, Accrington",BB5 2ER
united kingdom,,,Aldermans Pharmacy,"38-40 Aldermans Hill, Palmers Green, London",N13 4PN
united kingdom,,,Allied Pharmacies,"Unit 18 Bold Industrial Park, Neills Road, St Helens",WA9 4TU
united kingdom,,,Alsager Pharmacy,"25 Lawton Road, Alsager, Stoke-on-Trent",ST7 2AA
united kingdom,,,AMP Pharmacy,"39 Eastwood Road, Rayleigh, Essex",SS6 7JE
united kingdom,,,Ancora Healthcare Limited,"291 Ashby Road, Scunthorpe",DN16 2AB
united kingdom,,,Andrews Pharmacy,"71 Kennedy Avenue, Macclesfield, Cheshire",SK10 3DE
united kingdom,,,Appleton Village Pharmacy,"Appleton Village, Widnes, Cheshire",WA8 6EQ
united kingdom,,,Aqua Pharmacy,"52 Duke Street, Ipswich",IP3 0AQ
united kingdom,,,Arnolds Pharmacy - Westward Ho! Baptist Church,"42 Nelson Drive, Bideford, Westward Ho!, Devon",EX39 1LQ
united kingdom,,,Asda - Old Kent Road,"Old Kent Road, Ossory Road, London",SE1 5AG
united kingdom,,,Asda Smethwick,"Asda Stores Ltd Capehill, Windmill Lane, Smethwick, Birmingham",B66 3EN
united kingdom,,,Asda Watford,"Odham Trading Estate, St Albans Road, Watford",WD24 7RS
united kingdom,,,AshaEve - Liverpool,"Unit 20 Brookfield Trade Centre, Fazakerley, Aintree, Merseyside",L9 7AS
united kingdom,,,AshaEve - Southport,"Unit 1, 56 Station Road, Ainsdale, Southport, Merseyside",PR8 3HW
united kingdom,,,Ashworths Dispensing Chemist,229 Beaver Road,TN23 7SJ
united kingdom,,,Aspire Pharmacy,"23 Sidcup High Street, Sidcup, Kent",DA14 6EQ
united kingdom,,,Atkinsons Chemist,"750 Green Lanes, Winchmore Hill, London",N21 3RE
united kingdom,,,"Avicenna Pharmacy, Swindon (Reviewing option of delivering from alternate site)","56 Guildford Avenue, Lawn, Swindon",SN3 1JE
united kingdom,,,B A Whittle Chemist,"130 Newbegin, Hornsea",HU18 1PB
united kingdom,,,B J Wilson Pharmacy,"18-20 Sinfin District Centre, Derby",DE24 3ND
united kingdom,,,Badham Pharmacy,"23 Church Road, Bishops Cleeve, Cheltenham, Gloucestershire",GL52 8LR
united kingdom,,,Beacon Community Centre (Trentham Rd Pharmacy),"Prospect Rd, Market Drayton",TF9 3AP
united kingdom,,,Beare Green Village Hall (South Street Pharmacy),"Merebank, Beare Green, Surrey",RH5 4RD
united kingdom,,,Beccles Health Centre Pharmacy,"War Memorial Hospital, St Marys Road, Beccles",NR34 9NQ
united kingdom,,,Bedminster Methodist Church c/o Bedminster Pharmacy,"British Road, Bedminister, Bristol",BS3 3BW
united kingdom,,,Bees Pharmacy,"199-201 Rushmore Road, Clapton, London",E5 0HD
united kingdom,,,Belgrave Pharmacy,"Belgrave Health Centre, 52 Brandon Street, Leicester",LE4 6AW
united kingdom,,,Bicton Heath Pharmacy,"Unit 2, Bicton Heath Shopping Centre, Welshpool Road, Shrewsbury",SY3 5AD
united kingdom,,,Billings Pharmacy,"5a Kings Chase Shopping Centre, Regent Street, Kingswood, Bristol",BS15 8LP
united kingdom,,,"Birkwood Pharmacy, Primary Care Centre","Westward House, Grimsby",DN34 5DX
united kingdom,,,Blakeberry Pharmacy,"9 High Street South, East Ham, London",E6 6EN
united kingdom,,,Bloxwich Pharmacy,"Bloxwich Pharmacy, 169 High Street, Bloxwich, Walsall",WS3 3LH
united kingdom,,,Boots - Alfreton,"36 High St, Alfreton",DE55 7BL
united kingdom,,,Boots - Alton,"52 High Street, Alton, Hampshire",GU34 1ET
united kingdom,,,Boots - Beeston,"31 High St, Beeston, Nottingham",NG9 2JQ
united kingdom,,,Boots - Berwick Upon Tweed,"60-68 Marygate, Berwick Upon Tweed",TD15 1BN
united kingdom,,,Boots - Bluewater,"South Mall, Bluewater Park, Kent",DA9 9SJ
united kingdom,,,Boots - Buxton,"62 Spring Gardens, Buxton",SK17 6BZ
united kingdom,,,Boots - Carlisle,"43-49 English Street, Carlisle, Cumbria",CA3 8JU
united kingdom,,,Boots - Chester,"47-55 Foregate Street, Chester",CH1 1NA
united kingdom,,,Boots - Durham,"2-5 Market Place, Durham", DH1 3NB
united kingdom,,,Boots - Fleet Street,"120 Fleet Street, London",EC4A 2BE
united kingdom,,,Boots - Fosse Park,"Unit 2, Fosse Park, Leicester",LE19 1HJ
united kingdom,,,Boots - Hartcliffe,"The Junction, Imperial Retail Park, Hartcliffe, Bristol",BS13 7TJ
united kingdom,,,Boots - Hartlepool,"Unit 7, Anchor Retail Park, Marina Way, Hartlepool, Cleveland",TS24 0XR
united kingdom,,,Boots - Huddersfield,"22-24 King Street, Huddersfield, West Yorkshire",HD1 2QE
united kingdom,,,Boots - Intu Nottingham,"Intu Victoria Centre, 11-19 Lower Parliament Street, Nottingham",NG1 3QS
united kingdom,,,Boots - Luton Arndale Centre,"82-86 Luton Arndale Centre, Luton, Bedfordshire",LU1 2BG
united kingdom,,,Boots - Newark,"14-15 Stodman St, Newark",NG24 1AT
united kingdom,,,Boots - Southampton,"Unit 3, West Quay Retail Park, Southampton, Hampshire",SO15 1BA
united kingdom,,,Boots - Southport,"31-39 Chapel Street, Southport",PR8 1AH
united kingdom,,,Boots - Speke,"Unit 9 New Mersey Retail Park, Speke Road, Speke, Liverpool",L24 8QB
united kingdom,,,Boots - Staines,"Unit S3, Two Rivers Retail Park, Mustard Mill Road, Staines",TW18 4WB
united kingdom,,,Boots - Uxbridge (The Chimes),"128 Intu Uxbridge, The Chimes Shopping Centre, High Street, Uxbridge",UB8 1GA
united kingdom,,,Boots - Westway Cross Retail Park,"Unit 11, Westway Cross Retail Park, 1000 Greenford Rd, Greenford, London",UB6 0UW
united kingdom,,,Boots Chatham,"30-34 Wilmot Square, The Pentagon Centre, Chatham, Kent",ME4 4BB
united kingdom,,,Boots Gloucester,"38-46 Eastgate Street, Gloucester",GL1 1PU
united kingdom,,,Boots Halifax,"7-11 Market Street, Halifax",HX1 1PB
united kingdom,,,Boots Intu Derby,"Intu Shopping Centre, 1 Devonshire Walk, Derby",DE1 2AH
united kingdom,,,Boots Pharmacy - Cribbs Causeway,"Unit 116, The Mall, Cribbs Causeway, Bristol",BS34 5UP
united kingdom,,,Boots Pharmacy - Taunton,"64-65 High Street, Taunton",TA1 3PT
united kingdom,,,Bradley Methodist Church,"89 Hall Green Street, Bilston",WV14 8TH
united kingdom,,,Brand Russell Pharmacy,"280 East Barnet Road, East Barnet, Hertfordshire",EN4 8TD
united kingdom,,,Brennans Pharmacy (Peak Ltd),"33 High Street, Ibstock",LE67 6LG
united kingdom,,,Brewerylane Pharmacy,"25 Main Street, Brewery Lane, Ponteland, Northumberland",NE20 9NZ
united kingdom,,,Britannia Dance (Cainscross Pharmacy). ,"1 Kingley Villas, Cashes Green Road, Stroud",GL5 4JG
united kingdom,,,Brixham Rugby Football Club (Day Lewis Pharmacy),"Astley Park, Rea Barn Road, Brixham",TQ5 9ED
united kingdom,,,Bruton Community Hall (Bruton Pharmacy),"Silver Street, Bruton",BA10 0EB
united kingdom,,,Brutons Pharmacy Moxley,"Moxley Methodist Church, High Street, Moxley, Wednesbury",WS10 8RT
united kingdom,,,Bryants Pharmacy,"462 Ashley Road, Poole",BH14 0AD
united kingdom,,,Buckley Pharmacy,"78 The Street, Ashtead",KT21 1AW
united kingdom,,,Burnham-on-Sea Rugby Football Club (Day Lewis Pharmacy),"The Basc Ground, Stoddens Road, Burnham-On-Sea, Somerset",TA8 2BS
united kingdom,,,Burslem Cricket Club c/o Raven Pharmacy,"Burslem Cricket Club, Greyhound Way, Burslem, Stoke-on-Trent",ST6 3LQ
united kingdom,,,Camborne Community Centre (Wedmore Pharmacy),"22 South Terrace, Camborne",TR14 8SU
united kingdom,,,Casa Hotel (Peak Pharmacy),"Casa Hotel, Lockoford Lane, Chesterfield",S41 7JB
united kingdom,,,Castle Lane Pharmacy,"482 Castle Lane West, Bournemouth, Dorset",BH8 9UD
united kingdom,,,Cavalry Road Pharmacy,"15 Cavalry Road, Colchester",CO2 7GH
united kingdom,,,Chells Manor Community Centre,"12 Emperors Gate, Fairlands Way, Stevenage, Hertfordshire",SG2 7QX
united kingdom,,,Chess Pharmacy,"260-290 Berkhampstead Road, Chesham, Buckinghamshire",HP5 3EZ
united kingdom,,,Church Crookham Pharmacy,"Willis Hall (Adjacent Memorial Hall), Sandy Lane, Church Crookham, Fleet",GU52 8LD
united kingdom,,,Citywide Health COVID Vaccination Clinic,"6 Wyre Court, Haxby",YO32 2ZB
united kingdom,,,Clayponds Community Centre (South Ealing Pharmacy),168 Clayponds Gardens,W5 4RQ
united kingdom,,,Cleggs Pharmacy Wantage,"Unit 3 Kings Walk, Wantage, Oxfordshire",OX12 9AJ
united kingdom,,,Clockwork Pharmacy - Deal,"7 High Street, Deal, Kent",CT14 7AA
united kingdom,,,Clockwork Pharmacy - Hackney,"398-400 Mare Street, Hackney, London",E8 1HP
united kingdom,,,Cockerton Pharmacy ,"5 West Auckland Road, Darlington", DL3 9EJ
united kingdom,,,Community Hall - St Paul's Church (Fastheal Pharmacy),"Community Hall, St Paul's Church",GU22 7BD
united kingdom,,,Copes Pharmacy,"570-572 Streatham High Road, London",SW16 3QQ
united kingdom,,,Cornwell's Chemists Gt Wyrley,"Cornwells Chemist, 126 Wardles Lane, Great Wyrley, Walsall",WS6 6JX
united kingdom,,,Cottingham Pharmacy ,"342 Wellington Street , Grimsby",DN32 7JR
united kingdom,,,Cray Hill Chemist,"88 Cotmandene Crescent, St. Pauls Cray, Orpington",BR5 2RG
united kingdom,,,Crescent Pharmacy,"110 Alexandra Road, Ashington, Northumberland, Newcastel Upon Tyne",NE63 9LU
united kingdom,,,Cullimore Chemist,"54 Glengall Road, Edgware, Middlesex",HA8 8TB
united kingdom,,,Daveys Chemist,"112 Dinas Lane, Huyton, Merseyside",L36 2NS
united kingdom,,,Day Lewis Pharmacy - Brixton,"110 Brixton Hill, Brixton, London",SW2 1AH
united kingdom,,,Day Lewis Pharmacy - Erith,"249-251 Bexley Rd, Northumberland Heath, Erith",DA8 3EX
united kingdom,,,Day Lewis Pharmacy - Masham,"11 Market Place, Masham, Ripon, North Yorkshire",HG4 4DZ
united kingdom,,,Day Lewis Pharmacy - Richmond,"20 King Street, Richmond, North Yorkshire",DL10 4HP
united kingdom,,,Day Lewis Pharmacy - Stoke Newinton,"75-77 Stoke Newington Road, Stoke Newington, London",N16 8AD
united kingdom,,,Devonport Pharmacy,"Plymouth Cricket Club, Devonport Hill, Devonport, Plymouth",PL1 4JG
united kingdom,,,Direct Pharmacy,"2-8 Madrid Road, Guildford, Surrey",GU2 7NT
united kingdom,,,Drugs4Delivery,"Unit 4, Acorn Business Park, Moss Road, Grimsby",DN32 0LT
united kingdom,,,East Goscote - St Hilda's Church (Mr Pickford's),"St Hilda's Church, 25 Ling Dale, East Goscote, Leicester",LE7 3XW
united kingdom,,,Eastcote Pharmacy,"109-111 Field End Road, Eastcote, Pinner, Middlesex",HA5 1QG
united kingdom,,,Edge Hill University (Aspire Healthcare),"Edge Hill University Main Cark Park, Sport and Physical Activity Building (Wilson Centre), St Helens Road, Ormskirk",L39 4QP
united kingdom,,,Edwinstowe Pharmacy,"25 High Street, Edwinstowe",NG21 9QP
united kingdom,,,Eldred Drive Pharmacy,"25 Eldred Drive, Orpington",BR5 4PE
united kingdom,,,Everest Pharmacy,"117B Withington Road, Whalley Range, Manchester",M16 8EE
united kingdom,,,Everest Pharmacy - Darwen,"21 Cemetery Road, Darwen, Lancashire",BB3 2LZ
united kingdom,,,Exley Pharmacy,"Tamworth Baptist Church, Derwent, Belgrave, Tamworth",B77 2LD
united kingdom,,,Fairfield Pharmacy,"26-28 Glenfield Road, Stockton-on-Tees, Cleveland",TS19 7PQ
united kingdom,,,Gateway Chemist & Gateway Chemist Covid Vaccine Annex.,"334 & 334A Regents Park Road, Finchley Central, London",N3 2LN
united kingdom,,,Goldchem Pharmacy,"147a Albert Road, Southsea, Portsmouth, Hampshire",PO4 0JW
united kingdom,,,Good Health Pharmacy,"112 West Green Road, Tottenham, London",N15 5AA
united kingdom,,,Grasmere Pharmacy,"1 Oakbank, Broadgate, Grasmere",LA22 9TA
united kingdom,,,Green Lane Mosque (Masters Pharmacy),,B9 5DB
united kingdom,,,Green Light Pharmacy - Haringey,,N4 1JX
united kingdom,,,Greenford Methodist Church (Roxannes Pharmacy),,UB6 9QN
united kingdom,,,Greens Norton Community Centre (Jardines Pharmacy),,NN12 8BL
united kingdom,,,Greywell Pharmacy,,PO9 5AH
united kingdom,,,Grim's Dyke Golf Club,,HA5 4AL
united kingdom,,,H A McParland Chemist Ltd,,NW9 5ZN
united kingdom,,,Haggerston Pharmacy,,E8 4HU
united kingdom,,,Halls the Chemist (Orton Wistow),,PE2 6XN
united kingdom,,,Hamlins NHS Pharmacy COVID 19 Vaccination Centre,,W12 7DA
united kingdom,,,Hathersage Memorial Hall (Hathersage Pharmacy),,S32 1DU
united kingdom,,,Hayden Chemist,,NR32 3LL
united kingdom,,,Health Pharmacy,,HA5 5DY
united kingdom,,,Healthways Pharmacy,,HA5 5DY
united kingdom,,,Holland Pharmacy,,CO15 5UH
united kingdom,,,Hollowood Chemist - Wigan,,WN1 1QP
united kingdom,,,Hollowood Chemists - Crewe,,CW1 3HH
united kingdom,,,Hollowood Chemists - Haydock,,WA11 0AN
united kingdom,,,Holmcroft Pharmacy,,ST16 1JG
united kingdom,,,Home Farm Pharmacy  ,,SN6 7DN
united kingdom,,,Honley Village Hall,,HD9 6DE
united kingdom,,,Hootons Pharmacy,,BL6 6JW
united kingdom,,,Horsley Woodhouse Church Hall,,DE7 6AT
united kingdom,,,Horton Pharmacy,,KT19 8HJ
united kingdom,,,Hull Late Night Pharmacy,,HU9 1AT
united kingdom,,,Ikhlas Community Centre (Pear Tree Pharmacy),,DE23 6LS
united kingdom,,,Imaan Pharmacy - Bewsey,,WA5 0BF
united kingdom,,,Imaan Pharmacy - Blackpool,,FY2 0JG
united kingdom,,,Imaan Pharmacy - Wesham,,PR4 3JZ
united kingdom,,,Imed Pharmacy,,AL1 3FY
united kingdom,,,Ingleton Community Centre (Ingleton Pharmacy),,LA6 3EH
united kingdom,,,Ingleton Pharmacy,,BD24 9JH
united kingdom,,,Islington Arc Centre,,N1 7DF
united kingdom,,,Jade Pharmacy (Burnt Oak),,HA8 0EJ
united kingdom,,,Jade Pharmacy Heston Road,,TW5 0QU
united kingdom,,,Jade Pharmacy Vicarage Farm Road,,TW5 0DR
united kingdom,,,Jardines Pharmacy - Biggleswade,,SG18 8JH
united kingdom,,,Jardines Pharmacy Buckingham,,MK18 1RS
united kingdom,,,Jaysons Pharmacy,,NG8 2GB
united kingdom,,,Jinnah Development Trust & Community Centre (Brunshaw Pharmacy),,BB12 0AS
united kingdom,,,JMW Vicary Pharmacy - Haddenham,, HP17 8JX
united kingdom,,,John Bell & Croyden,,W1U 2AU
united kingdom,,,Jubilee Hall,,DE65 5EL
